point,x,y,z,abs_rel_error
14,-0.40500710772062326,-0.71,0.5760809341540262,0.1409236043691635
43,-0.882136418400414,-0.13,0.45269784551253356,0.12998715043067932
10,0.25986287961937526,-0.79,-0.5553118797540045,0.22483232617378235
0,0.14106735979665894,-0.99,0.0,24908134400.0
37,0.6505500155256161,-0.25,0.7171364425962612,0.6111290454864502
84,0.6226773310637855,0.69,0.369016180375984,0.18482433259487152
51,-0.9918765882863899,0.03000000000000002,0.12361566894755349,0.12049901485443115
19,-0.036602167051348465,-0.61,0.7915556085122163,0.3888877332210541
15,-0.09301724105771997,-0.69,-0.7178076294286723,0.2248176783323288
35,-0.6498970288941589,-0.2899999999999999,0.7025196451591549,0.17991700768470764
41,-0.5248530201618092,-0.16999999999999993,-0.8340439480189442,0.3638724386692047
16,0.567645667942108,-0.6699999999999999,0.478412369892918,0.12757857143878937
71,0.6597362540258498,0.42999999999999994,0.6163181606312923,0.32536956667900085
67,-0.7854445599772734,0.3500000000000001,-0.5104672792668572,0.12421700358390808
79,0.3651293470107336,0.5900000000000001,0.7201253779388108,0.16252800822257996
71,0.6597362540258498,0.42999999999999994,0.6163181606312923,0.17713940143585205
35,-0.6498970288941589,-0.2899999999999999,0.7025196451591549,0.20722509920597076
98,-0.22167278555738984,0.97,0.09980569193802273,0.16729876399040222
8,0.5239190311901138,-0.83,0.19133438989583781,0.14952392876148224
89,0.6128012785524265,0.79,-0.019354405299861974,0.16380363702774048
56,-0.764358245970163,0.13000000000000012,0.6315508465811884,0.16628000140190125
42,0.9535255164458032,-0.15000000000000002,0.26132181211442057,0.14648324251174927
11,0.1909562397791545,-0.77,0.6087985828575869,0.2483176589012146
79,0.3651293470107336,0.5900000000000001,0.7201253779388108,0.47630780935287476
67,-0.7854445599772734,0.3500000000000001,-0.5104672792668572,0.19488196074962616
85,-0.6892192113800709,0.71,0.14448833400878117,0.0965132787823677
52,0.6473587655569581,0.05000000000000004,-0.7605436402051965,0.5066860914230347
9,-0.5420638502883882,-0.81,0.22375607748288703,0.16485707461833954
67,-0.7854445599772734,0.3500000000000001,-0.5104672792668572,0.10573004931211472
14,-0.40500710772062326,-0.71,0.5760809341540262,0.2531604468822479
6,-0.12799834942097849,-0.87,0.4761474798268968,0.1804458200931549
61,-0.3003060579947334,0.22999999999999998,0.9256977214683332,0.14695844054222107
92,0.3335523795842149,0.8500000000000001,0.40772884380885743,0.13559845089912415
29,0.807368470353567,-0.41000000000000003,0.4243302405897338,0.14381028711795807
53,0.03635382764311213,0.07000000000000005,0.9968843459577921,0.2218753546476364
65,0.4464120976654115,0.31000000000000005,-0.8394142237643861,0.2524930536746979
55,0.9926348887829454,0.11000000000000008,0.05075408920343027,0.1421687752008438
52,0.6473587655569581,0.05000000000000004,-0.7605436402051965,0.21498896181583405
23,0.18611968347547322,-0.53,-0.8273206533279521,0.3691847622394562
35,-0.6498970288941589,-0.2899999999999999,0.7025196451591549,0.11795105040073395
30,-0.8904003466173135,-0.39,0.234706673837298,0.20980988442897797
53,0.03635382764311213,0.07000000000000005,0.9968843459577921,0.4540626108646393
66,0.236155718741352,0.33000000000000007,0.9139641549348396,0.16023091971874237
14,-0.40500710772062326,-0.71,0.5760809341540262,0.178324356675148
93,-0.48798376651655784,0.8700000000000001,-0.07051130133753968,0.3136277198791504
58,0.5588657069137133,0.16999999999999993,0.811645933665558,0.2829062342643738
8,0.5239190311901138,-0.83,0.19133438989583781,0.32253697514533997
92,0.3335523795842149,0.8500000000000001,0.40772884380885743,0.17674604058265686
68,0.9163653473089771,0.3700000000000001,-0.15288737767159796,0.14916683733463287
49,-0.20994188111981057,-0.010000000000000018,-0.97766272637954,0.24626903235912323
53,0.03635382764311213,0.07000000000000005,0.9968843459577921,0.31694453954696655
29,0.807368470353567,-0.41000000000000003,0.4243302405897338,0.24145746231079102
86,0.3985067064328888,0.73,-0.5552408530791043,0.21449235081672668
89,0.6128012785524265,0.79,-0.019354405299861974,0.20140936970710754
26,0.8012767453628411,-0.47,-0.370210179952865,0.10447702556848526
27,-0.3447635703729665,-0.44999999999999996,0.8237949262672627,0.2262033075094223
20,-0.5173106427303671,-0.59,-0.6199110411324311,0.2754036486148834
12,-0.5722834231380972,-0.75,-0.3316499413558544,0.26976028084754944
51,-0.9918765882863899,0.03000000000000002,0.12361566894755349,0.19634997844696045
73,0.6566368732194224,0.47,-0.5898542334582504,0.22479671239852905
6,-0.12799834942097849,-0.87,0.4761474798268968,0.15756455063819885
43,-0.882136418400414,-0.13,0.45269784551253356,0.21360817551612854
83,-0.2152553036362387,0.6700000000000002,-0.7104682640741038,0.1292741447687149
69,-0.5673624854052105,0.3900000000000001,0.7252584436977084,0.20869547128677368
47,0.9544174930265714,-0.04999999999999994,-0.2942571137710596,0.20028406381607056
27,-0.3447635703729665,-0.44999999999999996,0.8237949262672627,0.17377956211566925
95,-0.09494092190679554,0.9100000000000001,0.40359165173165745,0.09098639339208603
20,-0.5173106427303671,-0.59,-0.6199110411324311,0.17904910445213318
75,-0.5166785364497933,0.51,-0.6877087246589937,0.24834632873535156
98,-0.22167278555738984,0.97,0.09980569193802273,0.06704331189393997
89,0.6128012785524265,0.79,-0.019354405299861974,0.09731929004192352
17,-0.7592852649071572,-0.6499999999999999,0.03139882951430177,0.22522687911987305
19,-0.036602167051348465,-0.61,0.7915556085122163,0.1799638420343399
9,-0.5420638502883882,-0.81,0.22375607748288703,0.13207173347473145
59,-0.9567823612629455,0.18999999999999995,-0.22015338556584238,0.09264088422060013
64,-0.9021157337031597,0.29000000000000004,0.31951088088703594,0.2079584300518036
40,-0.1757232343349757,-0.18999999999999995,0.9659303002364379,0.34080034494400024
79,0.3651293470107336,0.5900000000000001,0.7201253779388108,0.21270816028118134
53,0.03635382764311213,0.07000000000000005,0.9968843459577921,0.3965044319629669
14,-0.40500710772062326,-0.71,0.5760809341540262,0.19131143391132355
94,0.37680189306717016,0.8900000000000001,-0.2567495538087585,0.2543450593948364
32,0.15866307873945915,-0.35,0.9232150494033967,0.1822410523891449
30,-0.8904003466173135,-0.39,0.234706673837298,0.3631919324398041
97,0.2965381440383456,0.95,0.09780147816006374,0.12850221991539001
70,-0.07087130928303524,0.41000000000000014,-0.9093279152871687,0.1556217223405838
54,-0.6990651512013292,0.09000000000000007,-0.70937149250295,0.41447609663009644
33,-0.7463332015518084,-0.32999999999999996,-0.5780023808440825,0.22047744691371918
74,-0.08467967930963359,0.49,0.8675997648178667,0.416828453540802
0,0.14106735979665894,-0.99,0.0,559118016.0
42,0.9535255164458032,-0.15000000000000002,0.26132181211442057,0.1078719049692154
10,0.25986287961937526,-0.79,-0.5553118797540045,0.1556301862001419
25,-0.8304836655326296,-0.49,-0.2649469405059952,0.28072550892829895
97,0.2965381440383456,0.95,0.09780147816006374,0.11520180851221085
18,0.5504734730017758,-0.63,-0.5477946289635953,0.22076673805713654
81,0.720699071449949,0.6300000000000001,-0.28929716281218687,0.1191871240735054
24,0.42766226127270884,-0.51,0.7463276695146129,0.2757090628147125
20,-0.5173106427303671,-0.59,-0.6199110411324311,0.18494994938373566
5,0.3847191068626957,-0.89,-0.24472680444685596,0.17694057524204254
97,0.2965381440383456,0.95,0.09780147816006374,0.12982213497161865
20,-0.5173106427303671,-0.59,-0.6199110411324311,0.4684416651725769
73,0.6566368732194224,0.47,-0.5898542334582504,0.22800645232200623
18,0.5504734730017758,-0.63,-0.5477946289635953,0.3201698362827301
87,0.078598018292578,0.75,0.6567513620240765,0.17763681709766388
82,-0.32879508163366533,0.6500000000000001,0.6851231964351457,0.25993087887763977
3,0.22363749507608174,-0.9299999999999999,0.2916955104147056,0.1954583376646042
41,-0.5248530201618092,-0.16999999999999993,-0.8340439480189442,0.2303892821073532
76,0.8335538861569624,0.53,0.15584581762955937,0.34329429268836975
91,0.03119864681222026,0.8300000000000001,-0.5568901547316906,0.13788770139217377
57,0.1366167421138219,0.15000000000000013,-0.979201647146391,0.34092071652412415
33,-0.7463332015518084,-0.32999999999999996,-0.5780023808440825,0.322848379611969
9,-0.5420638502883882,-0.81,0.22375607748288703,0.09797880798578262
85,-0.6892192113800709,0.71,0.14448833400878117,0.16350515186786652
37,0.6505500155256161,-0.25,0.7171364425962612,0.30477020144462585
36,0.004697099521205685,-0.27,-0.9628488652203355,0.17356711626052856
47,0.9544174930265714,-0.04999999999999994,-0.2942571137710596,0.15499499440193176
12,-0.5722834231380972,-0.75,-0.3316499413558544,0.2118169516324997
80,-0.7416320598954952,0.6100000000000001,-0.27907326589117165,0.10638517886400223
98,-0.22167278555738984,0.97,0.09980569193802273,0.1503341794013977
46,-0.901439181495355,-0.06999999999999997,-0.4272088506398064,0.0982990488409996
93,-0.48798376651655784,0.8700000000000001,-0.07051130133753968,0.14050181210041046
41,-0.5248530201618092,-0.16999999999999993,-0.8340439480189442,0.1907537579536438
17,-0.7592852649071572,-0.6499999999999999,0.03139882951430177,0.29274022579193115
61,-0.3003060579947334,0.22999999999999998,0.9256977214683332,0.16997599601745605
72,-0.8929860511231916,0.44999999999999996,-0.008712777938673174,0.43182340264320374
66,0.236155718741352,0.33000000000000007,0.9139641549348396,0.3143210709095001
11,0.1909562397791545,-0.77,0.6087985828575869,0.23455801606178284
9,-0.5420638502883882,-0.81,0.22375607748288703,0.10609286278486252
27,-0.3447635703729665,-0.44999999999999996,0.8237949262672627,0.21194900572299957
10,0.25986287961937526,-0.79,-0.5553118797540045,0.1825903356075287
26,0.8012767453628411,-0.47,-0.370210179952865,0.1320226639509201
58,0.5588657069137133,0.16999999999999993,0.811645933665558,0.234774649143219
96,-0.17962342143733764,0.9299999999999999,-0.32067963214264905,0.22282874584197998
47,0.9544174930265714,-0.04999999999999994,-0.2942571137710596,0.2577344477176666
46,-0.901439181495355,-0.06999999999999997,-0.4272088506398064,0.1472136378288269
44,0.34550733637457615,-0.11,-0.9319467154893275,0.2769533395767212
70,-0.07087130928303524,0.41000000000000014,-0.9093279152871687,1.4013559818267822
0,0.14106735979665894,-0.99,0.0,0.1291910856962204
