input,rand_x,rand_y,abs_rel,sq_rel,rms_sq_lin,rms_sq_log,d1,d2,d3
81_area_31_color_0_Left_Down_0.0,49.004058473398345,-54.23117732384897,0.20691043138504028,0.13362440466880798,0.30565789341926575,0.1054849922657013,0.5484817624092102,0.8341753482818604,0.956291139125824
73_area_31_color_0_Left_Down_0.0,-89.00601891775156,56.783057121870144,0.20256374776363373,0.13208343088626862,0.43746599555015564,0.09066326171159744,0.5735383629798889,0.8794529438018799,0.9788046479225159
33_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,37.234321892571074,41.22129024737771,0.1684948205947876,0.10102865099906921,0.2768595516681671,0.045485738664865494,0.7423762679100037,0.950498640537262,0.9944032430648804
20_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,48.82866240347025,-76.67196268786374,0.18665587902069092,0.12296044826507568,0.30258113145828247,0.04883234575390816,0.7055559754371643,0.9601885080337524,0.9876772165298462
57_area_31_color_0_Left_Down_0.0,-25.47616886203093,-69.14356928547664,0.2654340863227844,0.25688087940216064,1.008460521697998,0.15344110131263733,0.4060077667236328,0.793814480304718,0.9347442984580994
146_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,65.35861665760683,22.193662828960427,0.22330865263938904,0.19088786840438843,0.4963464140892029,0.0761156901717186,0.7073479294776917,0.8858864307403564,0.9525049924850464
79_area_31_color_0_Left_Down_0.0,-30.438355526523146,-78.55949694851574,0.24477232992649078,0.22440335154533386,0.7395309209823608,0.1497371643781662,0.49856331944465637,0.7403642535209656,0.9029166102409363
56_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-34.0231820911808,-31.46700203518553,0.17325374484062195,0.09824397414922714,0.28634339570999146,0.04574410244822502,0.6904202103614807,0.9697484970092773,0.9984588027000427
57_area_31_color_0_Left_Down_0.0,41.329112100851546,24.760344843938356,0.2376224398612976,0.1915968954563141,0.5001682043075562,0.1148996502161026,0.5270755290985107,0.8027278184890747,0.9458334445953369
46_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,69.69829366373878,-5.0013134708491265,0.18530990183353424,0.1052999496459961,0.2855071723461151,0.07903255522251129,0.7102502584457397,0.9352893829345703,0.9613677263259888
92_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-68.4730357311057,38.384061700139114,0.39016395807266235,0.23686583340168,0.291020929813385,0.1312079131603241,0.33816617727279663,0.7174434661865234,0.9849417805671692
21_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,46.94130875104153,11.029895562509324,0.17036591470241547,0.06745501607656479,0.11524301022291183,0.05204159766435623,0.7404443621635437,0.9324196577072144,0.9847827553749084
89_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,48.77409239182097,-1.1167926544096645,0.15518081188201904,0.12225119024515152,0.3295215368270874,0.039218202233314514,0.7854908108711243,0.9669848680496216,0.9894517064094543
51_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,4.091909288758927,-13.042616695461064,0.0861487090587616,0.03731285780668259,0.1127602681517601,0.012683636508882046,0.951426088809967,0.9961043000221252,0.9994499683380127
39_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-85.42455718606287,-70.57954314120519,0.20770934224128723,0.15760456025600433,0.5265780687332153,0.09632174670696259,0.5444448590278625,0.8590332269668579,0.9703490138053894
11_area_31_color_0_Left_Down_0.0,-84.34274657638784,24.553874027480475,0.14662067592144012,0.14282894134521484,0.6522260904312134,0.0652637630701065,0.7784076929092407,0.945473313331604,0.9735320806503296
138_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-33.4159234062612,1.542724409646496,0.12152384221553802,0.073494091629982,0.2003391534090042,0.02506938762962818,0.8753913640975952,0.9778849482536316,0.9976909160614014
34_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,73.36196530669673,-45.12739875320251,0.24124684929847717,0.18086427450180054,0.5287265181541443,0.11146003007888794,0.49676743149757385,0.8297888040542603,0.9485300183296204
110_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-16.131073853586642,45.99920493774877,0.15362772345542908,0.05829410254955292,0.1069149374961853,0.033351343125104904,0.7860777974128723,0.9836864471435547,0.9997329115867615
151_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-48.81633021150796,-76.14361623081726,0.15812568366527557,0.09217973798513412,0.2578829824924469,0.03302197903394699,0.7987449765205383,0.9847243428230286,0.9991530179977417
4_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-37.84473847552176,-60.9801682942792,0.30601245164871216,0.24766547977924347,0.3870871961116791,0.10108917951583862,0.5304273962974548,0.8211740851402283,0.9642088413238525
16_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,77.34557742166317,55.461668321595056,0.15388619899749756,0.1071312353014946,0.3099687099456787,0.0505196712911129,0.8181804418563843,0.937938392162323,0.9745008945465088
78_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,24.012676171876222,66.86290623378918,0.25128406286239624,0.20886646211147308,0.3951241672039032,0.08231084048748016,0.6348335146903992,0.9134353995323181,0.9745638966560364
17_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,54.660973841840615,-56.41738940051355,0.1603371649980545,0.14130021631717682,0.5676379203796387,0.05601773038506508,0.7945689558982849,0.9547956585884094,0.9807659387588501
38_area_31_color_0_Left_Down_0.0,70.660619728196,7.081603544817128,0.1975894570350647,0.1145908460021019,0.29858165979385376,0.05496683344244957,0.6253342628479004,0.9557510614395142,0.9975447654724121
79_area_31_color_0_Left_Down_0.0,55.33922792953126,71.29643398622878,0.20085066556930542,0.17199745774269104,0.5995911955833435,0.09763231128454208,0.5872893333435059,0.8431248068809509,0.9566527009010315
170_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-32.7593745050645,-70.19065358501818,0.28735145926475525,0.16991806030273438,0.266089528799057,0.08483845740556717,0.49271172285079956,0.8816014528274536,0.9949249029159546
120_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-48.9716707424505,-13.120598047273859,0.15113890171051025,0.07407887279987335,0.1762421578168869,0.042439039796590805,0.7620093822479248,0.9683971405029297,0.9943767786026001
34_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,57.24265786604877,64.93150498614182,0.21867679059505463,0.18273070454597473,0.5604948997497559,0.10123074054718018,0.616869330406189,0.8444967269897461,0.949985146522522
64_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-88.74861650438568,1.9345144639618326,0.2222912311553955,0.1480264663696289,0.4586647152900696,0.07415124028921127,0.6093587875366211,0.9658945202827454,0.9788728952407837
63_area_31_color_0_Left_Down_0.0,-14.866019433219776,-50.02059411526856,0.20286141335964203,0.16519245505332947,0.5141056776046753,0.06573756784200668,0.6498715877532959,0.9112961888313293,0.9876431226730347
64_area_31_color_0_Left_Down_0.0,-68.42423387993709,-29.22926914734697,0.2263294905424118,0.14649413526058197,0.3352503180503845,0.07218224555253983,0.5525512099266052,0.9315476417541504,0.9820327758789062
79_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,79.72374670425344,-31.82347223626406,0.10260835289955139,0.051035962998867035,0.18991006910800934,0.028646567836403847,0.9058924913406372,0.9826239347457886,0.9897281527519226
53_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,3.382311913805893,36.54341260113202,0.20136961340904236,0.12223510444164276,0.18370255827903748,0.05838340148329735,0.7329749464988708,0.9122611880302429,0.9861448407173157
66_area_31_color_0_Left_Down_0.0,-24.54667157172709,84.92077488977293,0.22105194628238678,0.1905801147222519,0.6600087285041809,0.10442556440830231,0.5891879796981812,0.8673226833343506,0.9522340893745422
86_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,83.24051308958002,-44.67918675143445,0.2157682329416275,0.15435165166854858,0.4581250250339508,0.079853855073452,0.48849475383758545,0.9198492765426636,0.9844408631324768
87_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-0.495268939370618,-35.84190423298146,0.12705449759960175,0.04505767673254013,0.09379409998655319,0.027096955105662346,0.8383229970932007,0.9882328510284424,0.9998242855072021
60_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-38.72871101205583,-83.3603494761841,0.27832338213920593,0.1901112198829651,0.44890180230140686,0.10360129922628403,0.4937439262866974,0.8921239972114563,0.9637003540992737
30_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,19.721580116381432,0.4822241811950647,0.10746707022190094,0.026817021891474724,0.06137360259890556,0.017935503274202347,0.9153770208358765,0.9991734027862549,0.9997550249099731
145_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-80.73382477500192,-39.84363643740994,0.1658196896314621,0.1116919219493866,0.28991007804870605,0.039090435951948166,0.8231415748596191,0.9520509243011475,0.9940985441207886
18_area_31_color_0_Left_Down_0.0,73.48785947399767,-46.878859679944966,0.14311282336711884,0.06479638814926147,0.16008324921131134,0.042532868683338165,0.7613953948020935,0.959574282169342,0.9962194561958313
128_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-63.91892302357984,-1.898503150038664,0.22233358025550842,0.20876742899417877,0.837944746017456,0.0808209478855133,0.5775497555732727,0.9301796555519104,0.9661687016487122
69_area_31_color_0_Left_Down_0.0,87.41708173990813,-46.43005112792993,0.3119523823261261,0.3323562741279602,1.0795714855194092,0.2736792266368866,0.37515124678611755,0.6088471412658691,0.7532238364219666
57_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,30.98439853305814,47.09153075916916,0.2454991340637207,0.22370955348014832,0.6831508278846741,0.08646529912948608,0.5742780566215515,0.896118700504303,0.976775586605072
110_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-47.22524208136806,41.07894275013473,0.24274271726608276,0.23599737882614136,0.41068795323371887,0.08251666277647018,0.7042050361633301,0.8688127994537354,0.9356234073638916
132_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-23.799036110534416,23.815049506844304,0.24267391860485077,0.21154382824897766,0.4231055676937103,0.08605720102787018,0.6474014520645142,0.9028220176696777,0.9691306948661804
39_area_31_color_0_Left_Down_0.0,24.035347936961045,6.439443133456521,0.2153078317642212,0.09191860258579254,0.16056862473487854,0.06158806011080742,0.6594544649124146,0.9112736582756042,0.9962607026100159
52_area_31_color_0_Left_Down_0.0,-73.7478413902065,60.35444920606284,0.1715480089187622,0.10180123150348663,0.2980000078678131,0.05595112591981888,0.7268811464309692,0.9516751766204834,0.9823088049888611
76_area_31_color_0_Left_Down_0.0,-32.25958830508755,-56.426668128026236,0.17313045263290405,0.08160058408975601,0.20588812232017517,0.050205837935209274,0.7013821601867676,0.9590094089508057,0.9922998547554016
71_area_31_color_0_Left_Down_0.0,-82.6604745201425,16.36072977388352,0.20122048258781433,0.14222507178783417,0.4852834939956665,0.06810320913791656,0.6422649025917053,0.9459813237190247,0.9789649844169617
10_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,31.961585131610832,-87.01419079298589,0.1713147908449173,0.16849163174629211,0.7666866183280945,0.08686134219169617,0.708448588848114,0.9234849214553833,0.9672263860702515
42_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,2.1767504938705713,-49.230760464371166,0.1463620662689209,0.068915456533432,0.20111891627311707,0.044110558927059174,0.7761977910995483,0.9488117694854736,0.9924170970916748
45_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,26.131102273700975,-58.61404277910154,0.23272821307182312,0.14880144596099854,0.32242435216903687,0.07979469746351242,0.5914095640182495,0.9040393829345703,0.9750152826309204
132_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,34.36879285844387,-20.38763766590327,0.27746888995170593,0.310925155878067,0.44099748134613037,0.11033362150192261,0.7167359590530396,0.8792036175727844,0.9433801174163818
43_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,78.61139797261222,-65.2462300537212,0.20237545669078827,0.13210615515708923,0.42034319043159485,0.08224683254957199,0.567438542842865,0.8954121470451355,0.9851233959197998
44_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,-28.60805681095347,-69.57476617669397,0.1635206788778305,0.13730613887310028,0.388589471578598,0.06144602224230766,0.7430852055549622,0.921754777431488,0.9716540575027466
70_area_31_color_0_Left_Down_0.0,76.44485129014129,67.9210836085766,0.24372582137584686,0.1874133050441742,0.5046330690383911,0.1501539796590805,0.5001781582832336,0.7364506125450134,0.9019010663032532
52_area_31_color_0_Left_Down_0.0,-43.57050701127199,28.79712828615223,0.2086370438337326,0.16260041296482086,0.3962599039077759,0.07709420472383499,0.6580564379692078,0.9017830491065979,0.9640434384346008
117_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,57.09999603621884,9.936146087903225,0.15199030935764313,0.08102874457836151,0.18414247035980225,0.05103632062673569,0.7463122010231018,0.9158504009246826,0.9950982332229614
119_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,5.337104104081163,-46.4665876379187,0.15680308640003204,0.11088251322507858,0.30288785696029663,0.04327023774385452,0.8003610372543335,0.9406259655952454,0.9905105829238892
134_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-73.24150179493815,71.49883643159882,0.15478916466236115,0.07733526825904846,0.2313675582408905,0.03786983713507652,0.8057244420051575,0.9760724902153015,0.9907337427139282
114_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,72.07525028939949,23.95826230918823,0.12404786795377731,0.10499188303947449,0.42223504185676575,0.02814212441444397,0.8728939890861511,0.977418839931488,0.9954336285591125
38_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-28.97463761123388,-27.14227656972104,0.18778496980667114,0.10542530566453934,0.2883554995059967,0.07129589468240738,0.6420004367828369,0.9334725737571716,0.9805808663368225
67_area_31_color_0_Left_Down_0.0,40.6720221966431,71.47984679146387,0.1838201880455017,0.1877012550830841,0.8294711709022522,0.09637889266014099,0.6465208530426025,0.8900729417800903,0.9437968730926514
7_area_31_color_0_Left_Down_0.0,69.67555636772113,50.37759825437229,0.2556930482387543,0.1826058179140091,0.5481172204017639,0.14458142220973969,0.36071163415908813,0.8040586113929749,0.9363259673118591
15_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,25.565696307771802,-74.85480630089121,0.14123114943504333,0.07514521479606628,0.21100087463855743,0.039340224117040634,0.7805494070053101,0.9638231992721558,0.9960982203483582
13_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,-60.90683146296952,71.73975393487427,0.1729094386100769,0.10551918298006058,0.3150578439235687,0.07008305191993713,0.6874122023582458,0.9196935296058655,0.9773746728897095
25_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,19.157230738726184,-88.34453070900666,0.2071472406387329,0.1646924912929535,0.6366581320762634,0.08849477022886276,0.638592541217804,0.9048867225646973,0.9637864232063293
38_area_31_color_0_Left_Down_0.0,-71.73512228411423,29.430318439450048,0.226132333278656,0.18476161360740662,0.5379041433334351,0.13503289222717285,0.5440534949302673,0.7290327548980713,0.9275861978530884
51_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-89.08891490768063,-61.054550744850246,0.1704469621181488,0.16412828862667084,0.6064872145652771,0.061429452151060104,0.7135071158409119,0.9294300079345703,0.9760205745697021
27_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,8.772082085985502,34.54113558468478,0.1425805687904358,0.10235778242349625,0.3908746540546417,0.08176542073488235,0.7866940498352051,0.9538989067077637,0.9714520573616028
169_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,27.3530267104681,-49.63152429709924,0.18774597346782684,0.10501103848218918,0.19512352347373962,0.059967245906591415,0.6798003911972046,0.931925356388092,0.9801467657089233
52_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,38.19225984255647,-47.295164250575986,0.1756456345319748,0.13360723853111267,0.29440101981163025,0.06752921640872955,0.7229080200195312,0.9109954833984375,0.9698410034179688
40_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-31.428054331331808,44.36845292124434,0.13738010823726654,0.06793121993541718,0.22991158068180084,0.03759682551026344,0.7743168473243713,0.9743660092353821,0.9948163032531738
134_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,26.93392182849864,62.86021388895202,0.18652378022670746,0.11923886835575104,0.22849838435649872,0.048237401992082596,0.7375821471214294,0.9419167041778564,0.9886634945869446
39_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,28.37032061406181,12.29554860038489,0.14919722080230713,0.11708652228116989,0.29479658603668213,0.041713450103998184,0.8303149938583374,0.9511244893074036,0.9854235053062439
22_area_31_color_0_Left_Down_0.0,-73.13854179094335,-23.811155449301964,0.23894387483596802,0.1505606323480606,0.439030259847641,0.08323914557695389,0.5445939302444458,0.9163926243782043,0.9787053465843201
50_area_31_color_0_Left_Down_0.0,-42.26357381728942,-46.08186419176496,0.21124285459518433,0.17746113240718842,0.5040542483329773,0.08269254118204117,0.6471606492996216,0.8507408499717712,0.9740375280380249
5_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,85.14189985544022,-19.24240955998313,0.22451767325401306,0.10151831060647964,0.20901770889759064,0.06590357422828674,0.6385180950164795,0.9150452613830566,0.9882239103317261
6_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,70.5683799318804,23.60495267950732,0.1802770048379898,0.10831402242183685,0.30761808156967163,0.0807650163769722,0.6596816182136536,0.8790549039840698,0.9781491756439209
83_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,53.06603463749673,0.47467675893457795,0.184742733836174,0.07930921018123627,0.14046618342399597,0.05278746783733368,0.6823229789733887,0.9430753588676453,0.996147871017456
62_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,13.842699232744636,-1.346815112604503,0.1891709417104721,0.07999756932258606,0.15949438512325287,0.04205389693379402,0.7214275598526001,0.98553466796875,0.9971575140953064
30_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,-54.85626219635199,40.041380747070946,0.17704416811466217,0.08743975311517715,0.2002834528684616,0.055160146206617355,0.6325703859329224,0.952765703201294,0.996299684047699
7_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-39.46097476064595,-85.62312604233831,0.4138663411140442,0.33865153789520264,0.5468841195106506,0.14805160462856293,0.31413131952285767,0.6881085634231567,0.9714971780776978
33_area_31_color_0_Left_Down_0.0,26.1850132632902,-58.120077706731195,0.2288818508386612,0.1538897305727005,0.3757072985172272,0.11486771702766418,0.5483715534210205,0.810809314250946,0.9367809891700745
73_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,79.28254518352458,81.70714386046572,0.3824986517429352,0.296556293964386,0.5565803050994873,0.13862435519695282,0.33058878779411316,0.7737393379211426,0.9659056067466736
